0.325	0.3	0.35	0.2279	0.0159	-0.0159	0.0252	-0.0252	6.70%	-6.70%
0.375	0.35	0.4	0.3003	0.0194	-0.0194	0.0326	-0.0326	6.70%	-6.70%
0.425	0.4	0.45	0.2501	0.0128	-0.0128	0.0262	-0.0262	6.70%	-6.70%
0.475	0.45	0.5	0.2125	0.0076	-0.0076	0.0219	-0.0219	6.70%	-6.70%
0.525	0.5	0.55	0.1997	0.0068	-0.0068	0.0144	-0.0144	6.70%	-6.70%
0.575	0.55	0.6	0.194	0.0064	-0.0064	0.0178	-0.0178	6.70%	-6.70%
0.625	0.6	0.65	0.1835	0.0053	-0.0053	0.0157	-0.0157	6.70%	-6.70%
0.675	0.65	0.7	0.1658	0.0046	-0.0046	0.0125	-0.0125	6.70%	-6.70%
0.725	0.7	0.75	0.1533	0.0051	-0.0051	0.011	-0.011	6.70%	-6.70%
0.775	0.75	0.8	0.1405	0.0046	-0.0046	0.0094	-0.0094	6.70%	-6.70%
0.825	0.8	0.85	0.1294	0.0043	-0.0043	0.0083	-0.0083	6.70%	-6.70%
0.875	0.85	0.9	0.116	0.004	-0.004	0.0072	-0.0072	6.70%	-6.70%
0.925	0.9	0.95	0.1069	0.0037	-0.0037	0.0071	-0.0071	6.70%	-6.70%
0.975	0.95	1	0.09674	0.00367	-0.00367	0.00635	-0.00635	6.70%	-6.70%
1.05	1	1.1	0.08343	0.00234	-0.00234	0.00494	-0.00494	6.70%	-6.70%
1.15	1.1	1.2	0.06327	0.00188	-0.00188	0.00369	-0.00369	6.70%	-6.70%
1.25	1.2	1.3	0.05076	0.0017	-0.0017	0.00307	-0.00307	6.70%	-6.70%
1.35	1.3	1.4	0.04169	0.00148	-0.00148	0.00251	-0.00251	6.70%	-6.70%
1.45	1.4	1.5	0.03213	0.00127	-0.00127	0.00187	-0.00187	6.70%	-6.70%
1.55	1.5	1.6	0.02566	0.00112	-0.00112	0.00151	-0.00151	6.70%	-6.70%
1.65	1.6	1.7	0.02023	0.00096	-0.00096	0.0012	-0.0012	6.70%	-6.70%
1.75	1.7	1.8	0.01652	0.00086	-0.00086	0.00118	-0.00118	6.70%	-6.70%
1.85	1.8	1.9	0.01305	0.00042	-0.00042	0.0009	-0.0009	6.70%	-6.70%
1.95	1.9	2	0.009764	0.000338	-0.000338	0.000678	-0.000678	6.70%	-6.70%
2.05	2	2.1	0.007976	0.000297	-0.000297	0.000559	-0.000559	6.70%	-6.70%
2.15	2.1	2.2	0.006557	0.000275	-0.000275	0.000466	-0.000466	6.70%	-6.70%
2.25	2.2	2.3	0.004716	0.000214	-0.000214	0.000341	-0.000341	6.70%	-6.70%
2.35	2.3	2.4	0.003856	0.000172	-0.000172	0.000285	-0.000285	6.70%	-6.70%
2.45	2.4	2.5	0.003473	0.00019	-0.00019	0.000263	-0.000263	6.70%	-6.70%
2.55	2.5	2.6	0.002636	0.000153	-0.000153	0.000206	-0.000206	6.70%	-6.70%
2.65	2.6	2.7	0.00206	0.00013	-0.00013	0.000166	-0.000166	6.70%	-6.70%
2.75	2.7	2.8	0.001532	9.60E-05	-9.60E-05	0.000128	-0.000128	6.70%	-6.70%
2.85	2.8	2.9	0.001523	0.000113	-0.000113	0.000132	-0.000132	6.70%	-6.70%
2.95	2.9	3	0.0009423	8.07E-05	-8.07E-05	8.55E-05	-8.55E-05	6.70%	-6.70%
3.1	3	3.2	0.0008154	4.58E-05	-4.58E-05	7.92E-05	-7.92E-05	6.70%	-6.70%
3.3	3.2	3.4	0.0005208	3.61E-05	-3.61E-05	5.57E-05	-5.57E-05	6.70%	-6.70%
3.5	3.4	3.6	0.0003678	3.04E-05	-3.04E-05	4.35E-05	-4.35E-05	6.70%	-6.70%
3.7	3.6	3.8	0.0003042	3.19E-05	-3.19E-05	4.00E-05	-4.00E-05	6.70%	-6.70%
3.9	3.8	4	0.0002206	2.51E-05	-2.51E-05	3.22E-05	-3.22E-05	6.70%	-6.70%
4.1	4	4.2	0.0001537	2.08E-05	-2.08E-05	2.49E-05	-2.49E-05	6.70%	-6.70%
4.3	4.2	4.4	6.89E-05	1.30E-05	-1.30E-05	1.24E-05	-1.24E-05	6.70%	-6.70%
4.5	4.4	4.6	8.34E-05	1.62E-05	-1.62E-05	1.66E-05	-1.66E-05	6.70%	-6.70%
