0.225	-nan	-nan	-nan	-nan	-nan	-nan
0.275	-nan	-nan	-nan	-nan	-nan	-nan
0.325	-nan	-nan	-nan	-nan	-nan	-nan
0.375	-nan	-nan	-nan	-nan	-nan	-nan
0.425	-nan	-nan	-nan	-nan	-nan	-nan
0.475	-nan	-nan	-nan	-nan	-nan	-nan
0.525	-nan	-nan	-nan	-nan	-nan	-nan
0.575	-nan	-nan	-nan	-nan	-nan	-nan
0.625	-nan	-nan	-nan	-nan	-nan	-nan
0.675	-nan	-nan	-nan	-nan	-nan	-nan
0.725	-nan	-nan	-nan	-nan	-nan	-nan
0.775	-nan	-nan	-nan	-nan	-nan	-nan
0.825	-nan	-nan	-nan	-nan	-nan	-nan
0.875	-nan	-nan	-nan	-nan	-nan	-nan
0.925	-nan	-nan	-nan	-nan	-nan	-nan
0.975	-nan	-nan	-nan	-nan	-nan	-nan
1.025	-nan	-nan	-nan	-nan	-nan	-nan
1.075	-nan	-nan	-nan	-nan	-nan	-nan
1.125	-nan	-nan	-nan	-nan	-nan	-nan
1.175	-nan	-nan	-nan	-nan	-nan	-nan
1.225	-nan	-nan	-nan	-nan	-nan	-nan
1.275	-nan	-nan	-nan	-nan	-nan	-nan
1.325	-nan	-nan	-nan	-nan	-nan	-nan
1.375	-nan	-nan	-nan	-nan	-nan	-nan
1.425	-nan	-nan	-nan	-nan	-nan	-nan
1.475	-nan	-nan	-nan	-nan	-nan	-nan
1.525	-nan	-nan	-nan	-nan	-nan	-nan
1.575	-nan	-nan	-nan	-nan	-nan	-nan
1.625	-nan	-nan	-nan	-nan	-nan	-nan
1.675	-nan	-nan	-nan	-nan	-nan	-nan
1.725	-nan	-nan	-nan	-nan	-nan	-nan
1.775	-nan	-nan	-nan	-nan	-nan	-nan
1.825	-nan	-nan	-nan	-nan	-nan	-nan
1.875	-nan	-nan	-nan	-nan	-nan	-nan
1.925	-nan	-nan	-nan	-nan	-nan	-nan
1.975	-nan	-nan	-nan	-nan	-nan	-nan
2.025	-nan	-nan	-nan	-nan	-nan	-nan
2.075	-nan	-nan	-nan	-nan	-nan	-nan
2.125	-nan	-nan	-nan	-nan	-nan	-nan
2.175	-nan	-nan	-nan	-nan	-nan	-nan
2.225	-nan	-nan	-nan	-nan	-nan	-nan
2.275	-nan	-nan	-nan	-nan	-nan	-nan
2.325	-nan	-nan	-nan	-nan	-nan	-nan
2.375	-nan	-nan	-nan	-nan	-nan	-nan
2.425	-nan	-nan	-nan	-nan	-nan	-nan
2.475	-nan	-nan	-nan	-nan	-nan	-nan
2.525	-nan	-nan	-nan	-nan	-nan	-nan
2.575	-nan	-nan	-nan	-nan	-nan	-nan
2.625	-nan	-nan	-nan	-nan	-nan	-nan
2.675	-nan	-nan	-nan	-nan	-nan	-nan
2.725	-nan	-nan	-nan	-nan	-nan	-nan
2.775	-nan	-nan	-nan	-nan	-nan	-nan
2.825	-nan	-nan	-nan	-nan	-nan	-nan
2.875	-nan	-nan	-nan	-nan	-nan	-nan
2.925	-nan	-nan	-nan	-nan	-nan	-nan
2.975	-nan	-nan	-nan	-nan	-nan	-nan
3.025	-nan	-nan	-nan	-nan	-nan	-nan
3.075	-nan	-nan	-nan	-nan	-nan	-nan
3.125	-nan	-nan	-nan	-nan	-nan	-nan
3.175	-nan	-nan	-nan	-nan	-nan	-nan
3.225	-nan	-nan	-nan	-nan	-nan	-nan
3.275	-nan	-nan	-nan	-nan	-nan	-nan
3.325	-nan	-nan	-nan	-nan	-nan	-nan
3.375	-nan	-nan	-nan	-nan	-nan	-nan
3.425	-nan	-nan	-nan	-nan	-nan	-nan
3.475	-nan	-nan	-nan	-nan	-nan	-nan
3.525	-nan	-nan	-nan	-nan	-nan	-nan
3.575	-nan	-nan	-nan	-nan	-nan	-nan
3.625	-nan	-nan	-nan	-nan	-nan	-nan
3.675	-nan	-nan	-nan	-nan	-nan	-nan
3.725	-nan	-nan	-nan	-nan	-nan	-nan
3.775	-nan	-nan	-nan	-nan	-nan	-nan
3.825	-nan	-nan	-nan	-nan	-nan	-nan
3.875	-nan	-nan	-nan	-nan	-nan	-nan
3.925	-nan	-nan	-nan	-nan	-nan	-nan
3.975	-nan	-nan	-nan	-nan	-nan	-nan
4.025	-nan	-nan	-nan	-nan	-nan	-nan
4.075	-nan	-nan	-nan	-nan	-nan	-nan
4.125	-nan	-nan	-nan	-nan	-nan	-nan
4.175	-nan	-nan	-nan	-nan	-nan	-nan
4.225	-nan	-nan	-nan	-nan	-nan	-nan
4.275	-nan	-nan	-nan	-nan	-nan	-nan
4.325	-nan	-nan	-nan	-nan	-nan	-nan
4.375	-nan	-nan	-nan	-nan	-nan	-nan
4.425	-nan	-nan	-nan	-nan	-nan	-nan
4.475	-nan	-nan	-nan	-nan	-nan	-nan
4.525	-nan	-nan	-nan	-nan	-nan	-nan
4.575	-nan	-nan	-nan	-nan	-nan	-nan
4.625	-nan	-nan	-nan	-nan	-nan	-nan
4.675	-nan	-nan	-nan	-nan	-nan	-nan
4.725	-nan	-nan	-nan	-nan	-nan	-nan
4.775	-nan	-nan	-nan	-nan	-nan	-nan
4.825	-nan	-nan	-nan	-nan	-nan	-nan
4.875	-nan	-nan	-nan	-nan	-nan	-nan
4.925	-nan	-nan	-nan	-nan	-nan	-nan
4.975	-nan	-nan	-nan	-nan	-nan	-nan

0.225	49.8367	0.443174	4.74282	0.131247	0.626009	0.0468451
0.275	39.1203	0.355338	4.34059	0.112428	0.532446	0.0390714
0.325	30.6581	0.286575	3.89807	0.0981029	0.560715	0.0371644
0.375	24.5417	0.238291	3.75818	0.0900361	0.494441	0.0323422
0.425	19.767	0.200973	3.22616	0.0784306	0.557979	0.0322989
0.475	15.8786	0.168237	2.9385	0.0708833	0.559555	0.0305451
0.525	12.9173	0.14374	2.5874	0.06336	0.465339	0.0265274
0.575	10.1928	0.122859	2.20049	0.0555929	0.500992	0.0266011
0.625	8.30152	0.106027	1.99644	0.0510102	0.472372	0.0243624
0.675	7.03465	0.0934312	1.76249	0.0454957	0.497507	0.0240771
0.725	5.55945	0.0803762	1.51362	0.040921	0.381972	0.0203562
0.775	4.6042	0.070009	1.35949	0.0374517	0.360409	0.0192328
0.825	3.80911	0.061667	1.18932	0.0341708	0.335672	0.0180956
0.875	3.13217	0.0547561	1.00404	0.0304506	0.35196	0.0178567
0.925	2.5568	0.0481487	0.914496	0.0282264	0.314869	0.0164428
0.975	2.11472	0.0422473	0.719054	0.0245695	0.29056	0.0153924
1.025	1.84076	0.0382703	0.665345	0.0229557	0.265517	0.0144444
1.075	1.47237	0.0333295	0.574438	0.0206993	0.234661	0.0132001
1.125	1.18836	0.0293436	0.503637	0.0188567	0.219987	0.0124576
1.175	1.04094	0.0269789	0.401612	0.0165536	0.230944	0.0125097
1.225	0.850992	0.0236569	0.348842	0.0151595	0.196183	0.0112786
1.275	0.694665	0.0208789	0.308948	0.0139944	0.174758	0.0104825
1.325	0.598182	0.0191284	0.262456	0.012475	0.156152	0.00969568
1.375	0.473992	0.0167683	0.225132	0.0113916	0.130796	0.00868978
1.425	0.396491	0.0149511	0.200479	0.0106038	0.137934	0.0088288
1.475	0.351759	0.0137838	0.176959	0.00975035	0.119231	0.00801234
1.525	0.295872	0.0124684	0.148719	0.00890064	0.0944493	0.00702738
1.575	0.252627	0.0114493	0.130355	0.00815749	0.0985245	0.00702101
1.625	0.233101	0.010781	0.105777	0.00722492	0.0989209	0.00692481
1.675	0.169132	0.00900997	0.107845	0.00718035	0.079815	0.00613194
1.725	0.143931	0.00824113	0.0793468	0.00616376	0.0659686	0.00553539
1.775	0.115668	0.00718259	0.0681452	0.00554265	0.0560405	0.00499672
1.825	0.100289	0.00660361	0.0610457	0.00514122	0.0610457	0.00514122
1.875	0.0908244	0.00623339	0.0530516	0.00473023	0.0551737	0.0048605
1.925	0.0727565	0.00546005	0.0438193	0.00424481	0.0388586	0.00408311
1.975	0.0640649	0.00506044	0.0402924	0.00401915	0.0302193	0.00348287
2.025	0.0605182	0.00492105	0.0369397	0.00380107	0.0369397	0.00380107
2.075	0.0444867	0.00411849	0.0237774	0.00301504	0.0256949	0.00313387
2.125	0.0378227	0.00375398	0.0198476	0.00272266	0.0258393	0.00310531
2.175	0.0296357	0.00328619	0.0175619	0.0025318	0.0248794	0.00301194
2.225	0.0278968	0.00315253	0.0139484	0.00223135	0.016452	0.00242292
2.275	0.0195883	0.00261393	0.0143414	0.00223746	0.0185389	0.00254314
2.325	0.0236165	0.00283819	0.0126639	0.00208001	0.0164289	0.00236846
2.375	0.015748	0.0023428	0.0123973	0.00203622	0.016083	0.0023186
2.425	0.0177203	0.00240818	0.012798	0.00204733	0.0141106	0.00214954
2.475	0.012218	0.00198013	0.00868118	0.00166957	0.0112534	0.0019005
2.525	0.013867	0.00208822	0.00976991	0.00175337	0.0107154	0.00183611
2.575	0.0114344	0.00187807	0.00772597	0.00154423	0.00710789	0.00148125
2.625	0.010004	0.00174004	0.00575989	0.00132078	0.00939772	0.00168657
2.675	0.00654469	0.00139456	0.00535475	0.00126156	0.00713966	0.0014565
2.725	0.00467244	0.00116764	0.00233622	0.000825813	0.00525649	0.00123841
2.775	0.00458825	0.0011466	0.00401472	0.0010726	0.00630884	0.00134431
2.825	0.00394366	0.00105362	0.00253521	0.00084488	0.0028169	0.00089056
2.875	0.00359829	0.00099766	0.0030447	0.00091776	0.00387508	0.0010353
2.925	0.00462502	0.00112125	0.00380884	0.0010176	0.00353678	0.000980606
2.975	0.00320985	0.000926325	0.000534975	0.000378265	0.00347733	0.000964126
3.025	0.00341986	0.00094819	0.00210453	0.000743914	0.00263066	0.00083168
3.075	0.00155273	0.000633805	0.00129394	0.000578596	0.00181152	0.00068457
3.125	0.00127324	0.000569339	0.00101859	0.000509245	0.00254648	0.000805066
3.175	0.00125319	0.000560373	0.00175446	0.000663009	0.00175446	0.000663009
3.225	0.00123376	0.000551685	0.000493504	0.000348942	0.00172726	0.00065273
3.275	0.00121492	0.000543262	0.000971939	0.000485921	0.00121492	0.000543262
3.325	0.000957323	0.000478614	0.000478661	0.000338448	0.00167532	0.000633099
3.375	0.00047157	0.000333434	0.000235785	0.000235779	0.00117893	0.000527166
3.425	0.0016264	0.000614614	0.000232343	0.000232337	0.00139406	0.000569036
3.475	0.000687	0.00039661	0.000687	0.00039661	0.000916	0.000457954
3.525	0.000903007	0.000451458	0	0	0.000451503	0.000319245
3.575	0.000445189	0.00031478	0.000445189	0.00031478	0.000222594	0.000222589
3.625	0.000439048	0.000310438	0.000219524	0.000219519	0.000878096	0.000439004
3.675	0.000649612	0.000375026	0.000649612	0.000375026	0.000433075	0.000306215
3.725	0.000213631	0.000213625	0	0	0.000427262	0.000302104
3.775	0.000843205	0.00042156	0	0	0	0
3.825	0.000208046	0.00020804	0	0	0.000624137	0.000360319
3.875	0	0	0	0	0.000205361	0.000205356
3.925	0	0	0.000202745	0.00020274	0.000608235	0.000351139
3.975	0.000200195	0.00020019	0.00040039	0.000283104	0.000200195	0.00020019
4.025	0	0	0	0	0.000395416	0.000279587
4.075	0	0	0	0	0.000195282	0.000195277
4.125	0.000192915	0.00019291	0	0	0	0
4.175	0.000190605	0.0001906	0	0	0	0
4.225	0.000188349	0.000188344	0	0	0.000376698	0.000266352
4.275	0	0	0	0	0	0
4.325	0	0	0	0	0	0
4.375	0	0	0	0	0.000181891	0.000181887
4.425	0.000179836	0.000179832	0	0	0.000359672	0.000254314
4.475	0	0	0	0	0	0
4.525	0	0	0	0	0	0
4.575	0.00017394	0.000173935	0	0	0	0
4.625	0	0	0.000172059	0.000172055	0	0
4.675	0	0	0	0	0	0
4.725	0	0	0	0	0	0
4.775	0	0	0	0	0	0
4.825	0	0	0	0	0	0
4.875	0	0	0	0	0	0
4.925	0	0	0	0	0.000161579	0.000161575
4.975	0	0	0	0	0	0

